XP_001728023.1	iEK1008.Rv1257c	26.7	180	122	3	102	271	36	215	1.90e-06	50.1
XP_001728028.2	iCHOv1.100750622	31.6	468	257	13	9	422	12	470	2.82e-43	161
XP_001728028.2	iMM1415.239827	31.8	471	249	19	11	422	14	471	8.95e-42	157
XP_001728031.1	iYO844.BSU26970	38.6	396	219	7	41	434	1	374	4.67e-80	252
XP_001728031.1	iJN1463.PP_3970	36.2	414	238	8	41	448	1	394	9.75e-79	249
XP_001728068.1	iMM904.YNR043W	57.5	393	157	5	6	389	3	394	2.80e-134	389
XP_001728069.2	iYL1228.KPN_01663	28.0	364	187	12	5	340	1	317	1.65e-20	92.0
XP_001728070.2	iMM1415.22173	26.0	231	128	10	119	337	201	400	2.64e-04	42.7
XP_001728077.1	iMM904.YKR031C	33.8	686	262	11	87	771	671	1165	5.65e-104	354
XP_001728077.1	iMM1415.18806	28.1	847	333	18	86	896	321	927	3.07e-95	320
XP_001728077.1	iCHOv1.100689404	26.5	922	339	17	80	896	332	1019	5.10e-94	319
XP_001728088.2	iYO844.BSU07990	29.2	271	176	7	8	274	6	264	7.65e-19	84.3
XP_001728089.2	iJN1463.PP_4639	30.5	321	173	9	27	337	3	283	4.66e-37	136
XP_001728096.1	iMM904.YDR530C	24.2	363	181	12	44	402	42	314	4.01e-10	60.5
XP_001728096.1	iMM904.YCL050C	27.2	191	105	5	7	195	4	162	1.25e-09	58.9
XP_001728129.1	iYL1228.KPN_01663	28.0	411	228	14	22	423	5	356	7.71e-28	114
XP_001728129.1	iJN1463.PP_3944	24.5	355	221	9	20	365	7	323	1.89e-27	113
XP_001728129.1	iYS854.USA300HOU_RS12480	25.9	401	232	14	20	417	3	341	3.16e-25	106
XP_001728130.2	iMM904.YOL151W	35.2	301	165	10	14	306	2	280	2.70e-40	145
XP_001728131.1	iAF987.Gmet_2006	24.2	194	113	6	74	260	59	225	4.35e-06	48.5
XP_001728131.1	iSynCJ816.SGL_RS13005	22.3	224	148	7	44	259	9	214	3.05e-05	45.8
XP_001728134.1	iCHOv1.100750993	30.9	207	117	7	2	192	4	200	4.83e-17	84.3
XP_001728136.1	iEK1008.Rv3084	25.5	208	112	5	172	374	61	230	7.02e-10	59.7
XP_001728137.2	iMM904.YGR194C	41.6	577	303	12	1	558	17	578	7.85e-134	403
XP_001728155.2	iMM904.YJL219W	23.7	359	261	7	95	445	110	463	5.89e-25	107
XP_001728155.2	iMM904.YEL069C	28.7	324	220	8	95	412	107	425	7.83e-25	107
XP_001728155.2	iMM904.YNR072W	28.7	324	220	8	95	412	107	425	7.83e-25	107
XP_001728155.2	iMM904.YOL156W	23.4	359	262	7	95	445	110	463	1.92e-24	105
XP_001728155.2	iMM904.YDL245C	28.1	324	222	8	95	412	110	428	3.45e-24	105
XP_001728155.2	iMM904.YJR158W	27.8	327	219	9	95	412	110	428	6.21e-24	104
XP_001728155.2	iMM904.YHR096C	24.7	369	251	10	91	445	131	486	1.21e-23	103
XP_001728155.2	iMM904.YDR345C	25.6	316	217	6	95	402	111	416	6.48e-23	101
XP_001728155.2	iMM904.YHR094C	24.3	329	228	6	95	412	114	432	6.54e-23	101
XP_001728155.2	iMM904.YDR497C	24.3	337	227	11	104	423	136	461	1.63e-22	100
XP_001728155.2	iMM904.YFL011W	23.9	372	268	6	82	445	85	449	1.94e-22	99.8
XP_001728155.2	iMM904.YMR011W	24.5	375	240	9	91	444	101	453	2.56e-22	99.4
XP_001728158.1	iMM1415.13074	26.1	490	313	16	44	515	13	471	9.21e-31	125
XP_001728158.1	iCHOv1.100758683	28.8	520	314	18	45	545	14	496	3.07e-30	124
XP_001728158.1	iCHOv1.100765891	25.0	527	333	18	35	546	14	493	7.50e-28	117
XP_001728158.1	iCHOv1.100754177	23.7	510	328	15	50	544	26	489	9.81e-28	116
XP_001728158.1	iMM1415.13078	25.2	469	283	17	48	487	43	472	9.06e-27	114
XP_001728167.1	iLB1027_lipid.PHATRDRAFT_36390	24.2	190	125	6	6	184	3	184	7.36e-05	42.4
XP_001728186.2	iMM904.YKL148C	78.1	603	131	1	47	648	38	640	0.0	968
XP_001728186.2	iMM904.YJL045W	77.2	597	135	1	53	648	38	634	0.0	942
XP_001728187.1	iEK1008.Rv3141	35.6	334	196	10	1	328	1	321	5.02e-48	164
XP_001728196.2	iMM904.YGR055W	32.9	526	302	11	58	573	58	542	4.93e-82	268
XP_001728197.2	iMM904.YNL267W	36.0	1093	512	21	23	993	38	1065	6.42e-175	538
XP_001728199.2	iJN1463.PP_2196	37.8	341	153	15	67	404	14	298	6.69e-50	171
XP_001728199.2	iSSON_1240.SSON_3091	38.6	319	136	13	91	404	34	297	7.20e-46	160
XP_001728199.2	iML1515.b2937	38.2	319	137	13	91	404	34	297	2.75e-45	159
XP_001728199.2	iYL1228.KPN_03373	38.2	319	137	13	91	404	34	297	2.75e-45	159
XP_001728199.2	iSbBS512_1146.SbBS512_E3370	38.2	319	137	13	91	404	34	297	2.75e-45	159
XP_001728199.2	iSDY_1059.SDY_3139	38.2	319	137	13	91	404	34	297	2.75e-45	159
XP_001728199.2	iSF_1195.SF2927	38.2	319	137	13	91	404	34	297	2.75e-45	159
XP_001728199.2	STM_v1_0.STM3078	37.9	319	138	13	91	404	34	297	7.52e-45	157
XP_001728209.1	iMM904.YPL244C	34.0	350	185	10	62	395	6	325	5.18e-50	172
XP_001728213.2	iAF987.Gmet_1189	25.4	287	189	8	313	594	55	321	5.54e-20	91.7
XP_001728213.2	iHN637.CLJU_RS04500	23.3	283	191	7	313	592	20	279	5.79e-20	90.9
XP_001728213.2	iLJ478.TM0561	24.7	292	192	8	306	592	46	314	4.36e-18	85.9
XP_001728213.2	iSynCJ816.SGL_RS16695	24.6	280	187	8	318	592	81	341	6.40e-17	82.8
XP_001728214.1	iMM1415.69019	38.6	70	43	0	16	85	70	139	4.58e-14	63.5
XP_001728214.1	iCHOv1.100762175	38.6	70	43	0	16	85	71	140	6.57e-14	63.2
XP_001728217.2	iAF692.Mbar_A0408	30.7	218	130	7	153	352	16	230	6.00e-17	79.3
XP_001728233.2	iMM1415.13078	24.4	471	283	15	46	493	52	472	1.68e-27	116
XP_001728233.2	iCHOv1.100764768	25.3	491	285	18	46	516	45	473	3.84e-27	114
XP_001728233.2	iMM1415.13074	24.3	544	332	17	38	560	20	504	7.22e-27	114
XP_001728233.2	iCHOv1.100765891	23.7	497	281	14	46	514	34	460	3.98e-25	108
XP_001728233.2	iMM1415.13106	23.7	494	285	14	46	514	34	460	2.31e-24	106
XP_001728233.2	iCHOv1.100764471	33.1	178	106	2	340	516	249	414	3.70e-24	105
XP_001728253.1	iLB1027_lipid.PHATRDRAFT_23281	58.3	283	115	3	16	296	5	286	4.95e-117	339
XP_001728262.2	iYO844.BSU03070	28.3	413	285	6	63	474	23	425	1.01e-42	163
XP_001728268.2	iYS854.USA300HOU_RS10880	30.6	186	109	9	128	311	28	195	1.91e-05	47.0
XP_001728268.2	iCN900.CD630_20840	46.7	60	28	3	162	220	61	117	5.72e-05	45.4
XP_001728273.1	iAT_PLT_636.8288	22.2	567	332	22	87	587	127	650	1.32e-14	77.0
XP_001728273.1	iCHOv1.100751071	22.7	511	295	20	145	599	195	661	9.20e-14	74.3
XP_001728277.1	iMM904.YPL265W	46.2	506	255	7	47	543	74	571	5.95e-146	432
XP_001728280.2	iLB1027_lipid.PHATRDRAFT_11273	32.9	286	167	5	94	355	22	306	5.87e-40	143
XP_001728307.2	iLB1027_lipid.PHATRDRAFT_20082	40.8	704	346	19	129	819	1	646	3.28e-142	437
XP_001728310.2	iMM904.YML054C	39.7	393	198	8	25	408	197	559	1.47e-71	236
XP_001728316.1	iMM904.YMR062C	52.6	430	189	6	46	469	21	441	6.98e-140	408
XP_001728326.1	iIS312.TCDM_03538	33.5	421	257	12	178	583	577	989	2.74e-45	176
XP_001728326.1	iJN1463.PP_1520	34.4	349	194	8	213	546	301	629	1.36e-45	176
XP_001728326.1	STM_v1_0.STM4235	29.4	472	281	14	189	643	279	715	6.81e-45	173
XP_001728326.1	iYL1228.KPN_04429	32.5	369	216	9	189	546	279	625	2.19e-44	172
XP_001728326.1	iPC815.YPO0312	29.0	441	265	11	189	614	278	685	3.24e-44	171
XP_001728326.1	iSF_1195.SF4164	31.6	370	220	9	188	546	298	645	2.47e-43	169
XP_001728326.1	iCHOv1.100765024	26.4	588	374	21	149	718	95	641	1.49e-43	168
XP_001728326.1	iML1515.b4041	31.7	369	219	9	189	546	279	625	5.27e-43	167
XP_001728326.1	iSbBS512_1146.SbBS512_E4556	31.7	369	219	9	189	546	279	625	5.27e-43	167
XP_001728326.1	iSDY_1059.SDY_4533	31.7	369	219	9	189	546	299	645	5.86e-43	167
XP_001728326.1	iSSON_1240.SSON_4221	31.7	369	219	9	189	546	299	645	5.86e-43	167
XP_001728326.1	iMM1415.14712	26.8	611	382	21	129	718	74	640	2.66e-43	167
XP_001728326.1	iCN718.ABAYE_RS02500	29.4	452	273	13	169	607	278	696	2.11e-42	166
XP_001728337.2	iMM904.YLL028W	33.3	469	300	8	156	620	124	583	3.92e-80	264
XP_001728337.2	iMM904.YPR156C	33.0	455	287	6	166	614	166	608	1.08e-72	245
XP_001728364.2	iAT_PLT_636.4715	38.5	78	48	0	7	84	16	93	1.62e-12	59.7
XP_001728364.2	iMM1415.66218	37.2	78	49	0	7	84	16	93	6.26e-12	58.2
XP_001728364.2	iLB1027_lipid.PHATRDRAFT_11305	40.5	79	46	1	7	85	2	79	7.24e-12	55.8
XP_001728366.2	iIS312.TCDM_10538	31.9	204	83	9	155	350	2	157	5.40e-12	65.9
XP_001728372.1	iCHOv1.103158732	28.9	218	138	4	71	282	427	633	4.78e-18	83.6
XP_001728402.2	iCHOv1.100757617	27.5	182	119	4	63	233	54	233	9.76e-12	67.4
XP_001728402.2	iMM1415.215113	27.0	200	123	5	63	240	11	209	3.75e-11	65.5
XP_001728408.1	iAM_Pc455.PCYB_092270	34.0	806	406	13	14	714	43	827	1.65e-144	443
XP_001728408.1	iAM_Pb448.PBANKA_093140	35.7	764	403	17	24	713	14	763	1.60e-144	441
XP_001728408.1	iAM_Pv461.PVX_091460	33.0	794	400	9	14	714	43	797	9.51e-142	435
XP_001728408.1	iAM_Pf480.PF3D7_1116600	32.0	818	419	10	22	715	51	855	4.74e-140	432
XP_001728439.2	iYS854.USA300HOU_RS13880	40.0	65	38	1	1	64	81	145	8.38e-09	49.7
XP_001728458.2	iMM904.YKL203C	24.1	1182	683	39	1477	2491	1339	2473	2.13e-50	198
XP_001728458.2	iMM904.YJR066W	24.0	1172	686	37	1484	2491	1339	2469	1.07e-49	196
XP_001728458.2	iIS312.TCDM_08153	23.0	1108	614	35	1555	2491	1043	2082	2.76e-47	187
XP_001728477.2	iAF987.Gmet_2378	30.0	280	165	6	69	346	33	283	5.95e-31	123
XP_001728477.2	iYO844.BSU23070	31.3	288	165	8	85	370	46	302	8.69e-30	119
XP_001728477.2	iLJ478.TM1401	32.1	280	156	8	69	346	35	282	2.31e-30	117
XP_001728477.2	iAF692.Mbar_A1431	30.4	280	161	8	69	346	31	278	6.50e-28	114
XP_001728477.2	iHN637.CLJU_RS01885	35.8	232	126	6	89	320	55	263	1.00e-28	113
XP_001728477.2	iJN1463.PP_3376	31.8	283	159	5	95	372	60	313	7.52e-28	111
XP_001728478.1	iJN1463.PP_2214	45.6	261	136	3	1	261	1	255	2.93e-65	203
XP_001728488.2	iMM904.YJL212C	37.6	731	432	15	125	847	84	798	1.43e-168	509
XP_001728496.1	iMM904.YPL214C	36.3	534	297	15	3	505	5	526	1.32e-90	287
XP_001728506.2	iCHOv1.100761725	28.4	229	144	8	279	499	306	522	1.05e-17	85.5
XP_001728506.2	iCHOv1.100768783	28.0	239	149	8	232	467	266	484	1.01e-17	85.5
XP_001728506.2	iMM1415.13117	28.0	239	149	8	232	467	266	484	1.34e-17	85.1
XP_001728506.2	iCHOv1.100766524	28.8	226	148	8	279	498	284	502	3.11e-17	84.0
XP_001728506.2	iMM1415.208285	28.8	226	141	8	279	496	306	519	5.85e-17	83.2
XP_001728506.2	iCHOv1.100764471	30.0	190	122	6	280	464	231	414	1.02e-16	82.0
XP_001728506.2	iCHOv1.100767149	28.9	246	138	10	232	467	267	485	1.76e-16	81.6
XP_001728506.2	iCHOv1.100751584	28.7	202	128	8	299	490	335	530	5.84e-16	80.1
XP_001728506.2	iCHOv1.100767921	27.8	194	118	7	284	467	301	482	5.44e-16	80.1
XP_001728506.2	iMM1415.110115	31.8	214	120	9	291	496	305	500	5.35e-16	80.1
XP_001728506.2	iCHOv1.100768211	27.8	194	118	7	284	467	298	479	1.27e-15	79.0
XP_001728506.2	iMM1415.13072	30.4	214	123	9	291	496	306	501	3.93e-15	77.4
XP_001728507.1	iLB1027_lipid.PHATRDRAFT_45518	30.4	609	367	12	175	732	222	824	1.40e-63	230
XP_001728517.2	iCN900.CD630_36640	21.6	519	251	16	88	600	30	398	2.70e-11	65.5
XP_001728517.2	iAT_PLT_636.51166	28.0	239	141	10	83	319	68	277	1.37e-10	63.5
XP_001728517.2	iCHOv1.100771752	26.8	198	106	5	131	319	71	238	3.52e-10	61.6
XP_001728522.1	iSynCJ816.SGL_RS16190	23.9	201	118	5	212	411	63	229	1.50e-06	50.4
XP_001728526.1	iYL1228.KPN_01999	31.9	238	147	7	119	354	67	291	2.18e-29	116
XP_001728526.1	iSDY_1059.SDY_1887	30.3	238	151	6	119	354	117	341	7.82e-27	110
XP_001728526.1	iML1515.b1661	30.3	238	151	6	119	354	117	341	1.07e-26	109
XP_001728526.1	iSF_1195.SF1689	30.3	238	151	6	119	354	117	341	1.07e-26	109
XP_001728526.1	iSSON_1240.SSON_1495	30.3	238	151	6	119	354	117	341	1.07e-26	109
XP_001728526.1	STM_v1_0.STM1427	30.7	238	150	6	119	354	117	341	1.47e-26	109
XP_001728526.1	iSbBS512_1146.SbBS512_E1859	29.8	238	152	6	119	354	117	341	2.75e-26	108
XP_001728526.1	iPC815.YPO2390	29.4	238	153	6	119	354	117	341	2.50e-25	105
XP_001728527.2	iYO844.BSU15650	21.5	895	522	26	312	1175	7	751	3.39e-25	113
XP_001728527.2	iAF692.Mbar_A2103	21.9	871	467	26	321	1170	22	700	2.83e-24	110
XP_001728527.2	iCHOv1.100763191	22.1	796	478	26	421	1184	180	865	8.17e-22	102
XP_001728530.2	iCHOv1.100768838	48.8	170	87	0	5	174	3	172	3.36e-58	179
XP_001728530.2	iLB1027_lipid.PHATRDRAFT_7072	49.7	171	81	1	3	168	2	172	6.24e-57	176
XP_001728537.1	iJN1463.PP_4666	30.5	298	190	7	8	297	3	291	4.54e-27	109
XP_001728537.1	iHN637.CLJU_RS00330	26.3	293	208	4	5	297	2	286	5.40e-25	103
XP_001728537.1	iMM1415.58875	29.5	305	196	9	4	299	37	331	1.39e-24	103
XP_001728537.1	iCHOv1.100760581	30.4	306	192	9	4	299	37	331	2.59e-24	102
XP_001728537.1	iAT_PLT_636.11112	30.1	306	193	9	4	299	38	332	1.24e-23	100
XP_001728537.1	iCN718.ABAYE_RS18705	27.5	298	199	7	8	297	3	291	3.11e-23	99.0
XP_001728538.1	iPC815.YPO3353	47.3	148	73	3	12	159	4	146	2.65e-37	125
XP_001728538.1	iYL1228.KPN_01125	42.4	151	76	3	12	159	4	146	1.83e-32	113
XP_001728539.2	iYO844.BSU33920	36.1	202	118	3	92	291	57	249	4.02e-31	116
XP_001728539.2	iLJ478.TM0689	38.1	202	111	3	96	295	459	648	3.96e-28	113
XP_001728539.2	iYS854.USA300HOU_RS04195	37.2	183	106	2	96	276	61	236	8.19e-30	113
XP_001728539.2	iYL1228.KPN_01120	32.1	234	142	4	64	294	39	258	2.91e-29	112
XP_001728539.2	iEK1008.Rv1438	30.5	236	141	5	63	293	38	255	2.66e-29	112
XP_001728539.2	iSynCJ816.SGL_RS13180	33.8	195	114	3	95	289	59	238	1.74e-29	112
XP_001728539.2	iCN900.CD630_31720	38.6	184	101	5	96	276	58	232	1.45e-28	109
XP_001728539.2	iAF987.Gmet_1948	36.6	186	109	2	93	276	56	234	6.00e-28	108
XP_001728541.1	iCHOv1.100689054	41.1	418	217	5	44	458	10	401	2.92e-103	313
XP_001728541.1	iMM1415.13478	42.6	392	196	5	70	458	5	370	6.19e-103	311
XP_001728551.2	iEK1008.Rv3214	36.2	224	96	5	5	228	7	183	6.00e-39	134
XP_011392782.1	iMM904.YER069W	53.6	826	342	9	49	869	67	856	5.14e-300	848
XP_011392783.1	iMM904.YER069W	53.6	826	342	9	49	869	67	856	5.14e-300	848
XP_011392784.1	iCHOv1.100689038	38.2	89	54	1	353	441	25	112	3.39e-10	63.9
XP_011392784.1	iMM1415.68018	38.2	89	54	1	353	441	25	112	3.50e-10	63.9
XP_011392785.1	iCHOv1.100689038	38.2	89	54	1	383	471	25	112	3.49e-10	63.9
XP_011392785.1	iMM1415.68018	38.2	89	54	1	383	471	25	112	3.61e-10	63.9
XP_011392789.1	iYS854.USA300HOU_RS06130	28.5	151	91	5	401	546	79	217	6.53e-10	62.0
XP_011392790.1	iYS854.USA300HOU_RS06130	28.5	151	91	5	401	546	79	217	6.53e-10	62.0
XP_011392791.1	iCHOv1.100771229	45.1	697	351	13	53	742	45	716	6.60e-174	515
XP_011392791.1	iAT_PLT_636.56922	45.2	710	327	16	53	740	49	718	1.69e-173	514
XP_011392791.1	iMM1415.72039	44.4	705	340	15	53	740	45	714	2.92e-169	503
XP_011392791.1	iAF987.Gmet_3292	44.4	701	335	13	56	740	5	666	3.17e-167	496
XP_011392792.1	iCHOv1.100771229	45.1	697	351	13	53	742	45	716	6.60e-174	515
XP_011392792.1	iAT_PLT_636.56922	45.2	710	327	16	53	740	49	718	1.69e-173	514
XP_011392792.1	iMM1415.72039	44.4	705	340	15	53	740	45	714	2.92e-169	503
XP_011392792.1	iAF987.Gmet_3292	44.4	701	335	13	56	740	5	666	3.17e-167	496
XP_011392793.1	iAM_Pc455.PCYB_125790	46.0	100	51	1	7	106	5	101	3.18e-27	99.8
XP_011392793.1	iAM_Pv461.PVX_117605	45.0	100	52	1	7	106	5	101	6.33e-27	99.0
XP_011392793.1	iAM_Pb448.PBANKA_132090	44.0	100	53	1	7	106	5	101	1.55e-24	92.8
XP_011392793.1	iAM_Pf480.PF3D7_1457200	42.0	100	55	1	7	106	5	101	4.33e-24	91.7
XP_011392794.1	iAM_Pc455.PCYB_125790	46.0	100	51	1	7	106	5	101	5.52e-27	99.8
XP_011392794.1	iAM_Pv461.PVX_117605	45.0	100	52	1	7	106	5	101	1.09e-26	99.0
XP_011392794.1	iAM_Pb448.PBANKA_132090	44.0	100	53	1	7	106	5	101	2.60e-24	92.8
XP_011392794.1	iAM_Pf480.PF3D7_1457200	42.0	100	55	1	7	106	5	101	7.25e-24	91.7
XP_011392798.1	iMM904.YKL016C	52.0	171	82	0	3	173	4	174	1.65e-58	180
XP_011392799.1	iMM904.YKL016C	52.0	171	82	0	3	173	4	174	1.65e-58	180
XP_011392806.1	iCHOv1.100767445	37.9	377	184	12	54	427	41	370	7.24e-63	207
XP_011392807.1	iCHOv1.100767445	37.9	377	184	12	54	427	41	370	7.24e-63	207
XP_011392811.1	iCHOv1.100764735	26.5	189	102	4	158	346	584	735	1.03e-08	57.4
XP_011392811.1	iAT_PLT_636.3635	25.9	189	103	4	158	346	554	705	1.35e-08	57.0
XP_011392811.1	iMM1415.16331	26.5	189	102	4	158	346	557	708	1.35e-08	57.0
XP_011392811.1	iLB1027_lipid.PHATRDRAFT_573	34.7	118	54	4	186	303	228	322	1.96e-08	56.2
XP_011392811.1	iCHOv1.100772102	27.7	173	85	4	184	356	597	729	2.87e-07	52.8
XP_011392811.1	iMM1415.16332	27.7	173	85	4	184	356	601	733	2.87e-07	52.8
XP_011392812.1	iCHOv1.100764735	26.5	189	102	4	274	462	584	735	1.58e-08	57.4
XP_011392812.1	iAT_PLT_636.3635	25.9	189	103	4	274	462	554	705	2.07e-08	57.0
XP_011392812.1	iMM1415.16331	26.5	189	102	4	274	462	557	708	2.08e-08	57.0
XP_011392812.1	iLB1027_lipid.PHATRDRAFT_573	34.7	118	54	4	302	419	228	322	2.97e-08	56.2
XP_011392812.1	iCHOv1.100772102	27.7	173	85	4	300	472	597	729	4.29e-07	52.8
XP_011392812.1	iMM1415.16332	27.7	173	85	4	300	472	601	733	4.29e-07	52.8
XP_011392813.1	iYS854.USA300HOU_RS06130	23.7	236	165	6	8	238	6	231	4.39e-12	67.0
XP_011392814.1	iYS854.USA300HOU_RS06130	23.7	236	165	6	8	238	6	231	5.23e-12	67.0
XP_011392815.1	iYS854.USA300HOU_RS06130	23.7	236	165	6	8	238	6	231	4.31e-12	67.0
XP_011392827.1	iCHOv1.100767789	29.6	490	279	19	44	496	50	510	9.06e-43	161
XP_011392827.1	iCHOv1.100770679	30.7	502	267	22	45	499	57	524	5.66e-42	158
XP_011392827.1	iMM1415.11423	30.2	506	278	22	45	506	57	531	7.95e-41	155
XP_011392828.1	iCHOv1.100767789	29.6	490	279	19	44	496	50	510	9.06e-43	161
XP_011392828.1	iCHOv1.100770679	30.7	502	267	22	45	499	57	524	5.66e-42	158
XP_011392828.1	iMM1415.11423	30.2	506	278	22	45	506	57	531	7.95e-41	155
XP_011392829.1	iYS854.USA300HOU_RS06130	33.3	123	80	2	1	121	87	209	4.48e-14	75.5
XP_011392830.1	iYS854.USA300HOU_RS06130	29.9	194	132	3	25	214	16	209	1.26e-16	84.0
XP_011392831.1	iMM904.YGR260W	28.2	412	286	8	81	491	77	479	6.38e-44	162
XP_011392832.1	iMM904.YGR260W	27.9	434	302	9	81	513	77	500	2.04e-45	167
XP_011392846.1	iMM904.YOR241W	42.9	508	266	13	28	526	54	546	6.79e-131	391
XP_011392847.1	iMM904.YOR241W	42.9	508	266	13	28	526	54	546	6.79e-131	391
XP_011392848.1	iCHOv1.100759511	35.7	392	193	9	3	362	138	502	2.73e-51	177
XP_011392848.1	iMM1415.70325	36.5	384	195	10	5	361	140	501	3.91e-50	174
XP_011392849.1	iCHOv1.100759511	34.3	537	275	15	10	504	2	502	2.71e-61	208
XP_011392849.1	iMM1415.70325	34.5	527	285	14	10	503	2	501	5.28e-61	207
XP_011392850.1	iYS854.USA300HOU_RS06130	29.0	245	128	5	307	545	10	214	6.05e-18	89.0
XP_011392851.1	iYS854.USA300HOU_RS06130	29.0	245	128	5	307	545	10	214	6.18e-18	89.0
XP_011392852.1	iAM_Pf480.PF3D7_0603500	48.4	153	79	0	426	578	289	441	2.76e-38	146
XP_011392852.1	iAM_Pb448.PBANKA_010230	45.2	155	85	0	421	575	283	437	1.59e-36	141
XP_011392852.1	iSynCJ816.SGL_RS10015	51.7	145	70	0	434	578	226	370	4.64e-37	141
XP_011392852.1	iAM_Pv461.PVX_113340	47.1	153	81	0	426	578	289	441	2.21e-36	140
XP_011392852.1	iAM_Pc455.PCYB_115290	46.4	153	82	0	426	578	198	350	5.57e-37	140
XP_011392853.1	iSynCJ816.SGL_RS10015	25.1	642	204	9	146	786	5	370	5.82e-40	151
XP_011392853.1	iAM_Pf480.PF3D7_0603500	24.6	642	189	7	146	786	94	441	5.70e-39	150
XP_011392853.1	iAM_Pv461.PVX_113340	24.7	645	190	7	143	786	92	441	1.92e-38	148
XP_011392853.1	iAM_Pc455.PCYB_115290	24.3	638	188	6	150	786	7	350	1.44e-38	146
XP_011392853.1	iAM_Pb448.PBANKA_010230	24.8	642	187	8	143	783	91	437	2.88e-37	145
XP_011392854.1	iAM_Pf480.PF3D7_0603500	48.4	153	79	0	386	538	289	441	1.69e-38	146
XP_011392854.1	iAM_Pb448.PBANKA_010230	45.2	155	85	0	381	535	283	437	1.01e-36	141
XP_011392854.1	iSynCJ816.SGL_RS10015	51.7	145	70	0	394	538	226	370	2.95e-37	141
XP_011392854.1	iAM_Pv461.PVX_113340	47.1	153	81	0	386	538	289	441	1.41e-36	140
XP_011392854.1	iAM_Pc455.PCYB_115290	46.4	153	82	0	386	538	198	350	3.57e-37	140
XP_011392859.1	iIS312.TCDM_08178	38.3	525	278	14	53	559	79	575	6.60e-98	310
XP_011392859.1	iMM904.YDR037W	35.8	511	283	13	53	546	95	577	1.34e-86	280
XP_011392860.1	iIS312.TCDM_08178	38.3	525	278	14	61	567	79	575	8.23e-98	310
XP_011392860.1	iMM904.YDR037W	35.8	511	283	13	61	554	95	577	1.65e-86	280
XP_011392861.1	iJN1463.PP_0213	57.2	484	200	4	44	527	2	478	9.07e-198	560
XP_011392861.1	iAF987.Gmet_3395	56.6	486	206	4	45	530	4	484	1.96e-195	554
XP_011392861.1	iYL1228.KPN_00256	55.5	485	211	4	44	528	2	481	7.97e-192	545
